userName,review,at,score,app_name,stemming,skor_sentimen,label
Ester Pohan,"update terbarunya gak suka Ester. yang lama langsung tertera tabel pemasukan sama pengeluaran dan selisihnya. jadi memudahkan melihat transaksi keluar masuk dana, karena ini rekening untuk usaha. sekarang gak ada.",2025-08-31 12:25:55,3,BRImo,update baru gak suka ester yang lama langsung tera tabel pasu sama keluar dan selisih jadi mudah lihat transaksi keluar masuk dana karena ini rekening untuk usaha sekarang gak ada,2,positif
Dimas Yoyok,"Sangat membantu UMKM, mendapatkan akses ke perbankan..... jaga keamanan dan kenyamanan penggunanya. Bravo BRI",2025-08-31 12:21:56,5,BRImo,sangat bantu umkm dapat akses ke perban jaga aman dan nyaman guna bravo bri,4,positif
Dede N Cas,Sangat puas,2025-08-31 12:21:51,5,BRImo,sangat puas,1,positif
Budi Sholihin,Aplikasi yang sangat membantu untuk Transaksi,2025-08-31 12:18:36,5,BRImo,aplikasi yang sangat bantu untuk transaksi,1,positif
Ika Ayu,sangat membantu,2025-08-31 12:16:37,5,BRImo,sangat bantu,1,positif
Lisa Anggraeni,"kenapa sekarang brimo nya harus menggunakan versian dan hp tertentu, sangat mengecewakan tidak bisa di instal di hp saya.",2025-08-31 12:10:25,1,BRImo,kenapa sekarang brimo nya harus guna versi dan hp tentu sangat kecewa tidak bisa di instal di hp saya,1,positif
Muna Sar,sy tdk memberi Nilai karna sy kecewa begitu habis buat akun malah susah masuk sy sangat kecewa dn marah buat habis kuota paket,2025-08-31 12:08:15,1,BRImo,sy tdk beri nilai karna sy kecewa begitu habis buat akun malah susah masuk sy sangat kecewa dn marah buat habis kuota paket,-2,negatif
Dorothea Soni,sangat baik 100%%%,2025-08-31 12:05:59,3,BRImo,sangat baik 100,1,positif
Hkma Hasti,lebih memudahkan transaksi,2025-08-31 12:04:19,5,BRImo,lebih mudah transaksi,1,positif
Adi Putra,mantap,2025-08-31 12:01:17,5,BRImo,mantap,1,positif
Adelia Nur Rohmah,"kenapa ya brimo sekarang tidak bisa transfer pake nomor rekening, bisa nya cuma alias pengganti rekening aja, giliran di klik nama alias (nama lengkap) eror, tapi pas nama panggilan aja yg muncul rekening orang lain. kan jadi mempersulit transfer.",2025-08-31 11:57:41,3,BRImo,kenapa ya brimo sekarang tidak bisa transfer pake nomor rekening bisa nya cuma alias ganti rekening aja gilir di klik nama alias nama lengkap eror tapi pas nama panggil aja yg muncul rekening orang lain kan jadi sulit transfer,-1,negatif
Wahyu Wahyu,bagus,2025-08-31 11:57:21,5,BRImo,bagus,1,positif
Ami Fatmi,bagus,2025-08-31 11:55:43,5,BRImo,bagus,1,positif
Nisaul Karimah,sangat membantu,2025-08-31 11:53:36,5,BRImo,sangat bantu,1,positif
Karlos Insyauri,keren 😍👍,2025-08-31 11:53:11,5,BRImo,keren,1,positif
Kuningan Orie,aplikasi bagus dan mudah di gunakan semoga aman aman saja dan terus d tingkatkan.hidup Brimo. jaga dari pirus2 bobol maling.,2025-08-31 11:50:12,5,BRImo,aplikasi bagus dan mudah di guna moga aman aman saja dan terus d tingkat hidup brimo jaga dari pirus2 bobol maling,4,positif
Jhon Ya,baik,2025-08-31 11:46:16,4,BRImo,baik,1,positif
Riza Alesha,BRI Keren,2025-08-31 11:39:30,5,BRImo,bri keren,1,positif
Muhammad Dedi,"keren, cepat",2025-08-31 11:33:32,5,BRImo,keren cepat,2,positif
Manto Sembiring,tidak bisa di download aplikasi brimonya,2025-08-31 11:31:14,1,BRImo,tidak bisa di download aplikasi brimonya,1,positif
abidin kustiana,aplikasi dibuat untuk mempermudah transaksi. Tapi sebaliknya malah mempersulit. saat login masa username dan pasword salah. padahal username dan pasword sudah benar dan sering digunakan transaksi,2025-08-31 11:26:48,1,BRImo,aplikasi buat untuk mudah transaksi tapi balik malah sulit saat login masa username dan pasword salah padahal username dan pasword sudah benar dan sering guna transaksi,1,positif
Asenx Morvin,mantap cepat,2025-08-31 11:24:29,5,BRImo,mantap cepat,2,positif
Geprek Huu'haaH,Kenapa tidak bisa login ya..?,2025-08-31 11:21:05,5,BRImo,kenapa tidak bisa login ya,1,positif
Indra Yudistira,sangat membantu,2025-08-31 11:19:42,5,BRImo,sangat bantu,1,positif
Derma Waty,mantap,2025-08-31 11:19:05,5,BRImo,mantap,1,positif
Manan,mantap lah...👍,2025-08-31 11:17:35,5,BRImo,mantap lah,1,positif
De Zira,sangat membantu dan mempermudah dalam transaksi,2025-08-31 11:14:20,5,BRImo,sangat bantu dan mudah dalam transaksi,2,positif
Boby Mukbar,membantu,2025-08-31 11:07:52,5,BRImo,bantu,1,positif
Hasan Bashri,terimakasih BRImo sangat membantu,2025-08-31 11:03:03,5,BRImo,terimakasih brimo sangat bantu,1,positif
sir din,aplikasi sangat bagus....,2025-08-31 11:00:05,5,BRImo,aplikasi sangat bagus,1,positif
ahmad pidin,mantap,2025-08-31 10:58:30,5,BRImo,mantap,1,positif
Zainul Arifin,kok gk bisa perbarui ya,2025-08-31 10:58:16,1,BRImo,kok gk bisa baru ya,1,positif
Turnip Alexander,terimakasih sudah mempermudah & mempercepat pengiriman/transferan dana,2025-08-31 10:51:05,5,BRImo,terimakasih sudah mudah cepat kirim transfer dana,2,positif
Yoga eka Prasetyo19,apalkasi berhenti terus gak bisa di pakai,2025-08-31 10:50:55,1,BRImo,apalkasi henti terus gak bisa di pakai,1,positif
Mamah Nisa surya Surya pratama,sangat puas pelayanan nya,2025-08-31 10:45:11,5,BRImo,sangat puas layan nya,1,positif
Muamar R rajaloa,sangkt membantu,2025-08-31 10:43:11,5,BRImo,sangkt bantu,1,positif
Rasdi,sangat sangat membantu,2025-08-31 10:42:54,5,BRImo,sangat sangat bantu,1,positif
Agus Mansa,"kok brimo sekarang gak bisa top,up ke gopay",2025-08-31 10:42:19,2,BRImo,kok brimo sekarang gak bisa top up ke gopay,2,positif
M. Usmaidi,top,2025-08-31 10:38:55,5,BRImo,top,1,positif
Mutok Ganteng,aku verivikasi foto GK bisa sih kenapa,2025-08-31 10:33:03,1,BRImo,aku verivikasi foto gk bisa sih kenapa,1,positif
Atep Andriatna,mantap..,2025-08-31 10:29:45,5,BRImo,mantap,1,positif
Ade Kalasamy,nyaman dan terpercaya,2025-08-31 10:27:32,5,BRImo,nyaman dan percaya,2,positif
Nur205048@gmail.com Hasan,aplikasi mantap transaksi gampang dan mudah,2025-08-31 10:26:40,5,BRImo,aplikasi mantap transaksi gampang dan mudah,3,positif
Nurlia Lia,pelayanan mantap terima kasih brimo sudah memudahkan kami dalam mengakses,2025-08-31 10:15:55,5,BRImo,layan mantap terima kasih brimo sudah mudah kami dalam akses,2,positif
Hellen Patina,bagus dan sangat membantu,2025-08-31 10:14:17,5,BRImo,bagus dan sangat bantu,2,positif
DINNN,"aplikasi brimoku error, susah dibuka, kenapa yah",2025-08-31 10:11:24,3,BRImo,aplikasi brimoku error susah buka kenapa yah,-2,negatif
Akram Ilyas,kenapa selalunya minta update || dikit² update... dikit² update,2025-08-31 09:59:19,1,BRImo,kenapa selalu minta update dikit update dikit update,1,positif
Emy Telehala,baik poll,2025-08-31 09:59:08,5,BRImo,baik poll,1,positif
Sur Yati,cepat mudah dan praktis.. 👍,2025-08-31 09:58:10,5,BRImo,cepat mudah dan praktis,3,positif
Nur Rokhim,sedikit bagus..,2025-08-31 09:51:03,5,BRImo,sedikit bagus,1,positif
Ana Malina,suka skali,2025-08-31 09:33:39,5,BRImo,suka skali,1,positif
A_solihin 27,Semoga Uang Semua Masyarakat aman di sini,2025-08-31 09:32:08,5,BRImo,moga uang semua masyarakat aman di sini,1,positif
abank inhal,mantap aplikasi yang mempermudah segala keperluan transaksi kebutuhan secara simpel 👍👍👍👍,2025-08-31 09:17:36,4,BRImo,mantap aplikasi yang mudah segala perlu transaksi butuh cara simpel,2,positif
Selamet TokitokidonK,mantap,2025-08-31 09:17:25,5,BRImo,mantap,1,positif
pak amin tohari,semakin mudah semakin jaya tambah sukses,2025-08-31 09:10:33,5,BRImo,makin mudah makin jaya tambah sukses,2,positif
Maisa Nabilah,bagus,2025-08-31 09:05:53,5,BRImo,bagus,1,positif
Ela Fitriyani,aplikasi nya berjalan dengan baik,2025-08-31 09:03:23,5,BRImo,aplikasi nya jalan dengan baik,1,positif
Mamahanan Mamahanan,Terimakasih banyak brimo setelah komplain saldo kembali aktif terimakasih banyak semoga kedepan nya tidak sembarangan menahan saldo lagi 🙏,2025-08-31 09:01:45,5,BRImo,terimakasih banyak brimo telah komplain saldo kembali aktif terimakasih banyak moga depan nya tidak sembarang tahan saldo lagi,-1,negatif
itang purnama,kurang baik,2025-08-31 08:55:43,1,BRImo,kurang baik,1,positif
Nur Faizi,ini kenapa yah selalu ada notifikasi BRImo tidak menanggapi setelah update kemaren,2025-08-31 08:55:08,5,BRImo,ini kenapa yah selalu ada notifikasi brimo tidak tanggap telah update kemaren,1,positif
Siti Hawa,sangat mudah digunakan,2025-08-31 08:54:09,5,BRImo,sangat mudah guna,2,positif
Sarditah Dhita,Assallamualaikum. mohon bantuannya aplikasi BRI mo saya muncul pesan BRI mo tidak menanggapi di layar hp. mohon bantuannya. terimakasih,2025-08-31 08:42:43,3,BRImo,assallamualaikum mohon bantu aplikasi bri mo saya muncul pesan bri mo tidak tanggap di layar hp mohon bantu terimakasih,1,positif
Vandi Putra,"selalu ada notif, BRImo tidak menanggapi, setiap buka aplikasi, cepat perbaiki deh",2025-08-31 08:41:26,2,BRImo,selalu ada notif brimo tidak tanggap tiap buka aplikasi cepat baik deh,2,positif
Supriyanto Supri,"lengkap.enak dan bagus,cepat",2025-08-31 08:36:26,5,BRImo,lengkap enak dan bagus cepat,2,positif
Irkham Pemalang,bagus,2025-08-31 08:36:09,5,BRImo,bagus,1,positif
Ahmad Hatta Talla,"real first pakai buat barang nyata, keren^^",2025-08-31 08:33:17,4,BRImo,real first pakai buat barang nyata keren,1,positif
Josman Sinaga,Mudah digunakan,2025-08-31 08:29:30,5,BRImo,mudah guna,2,positif
Ns chanel Ns Chanel,mudah digunakan,2025-08-31 08:27:12,5,BRImo,mudah guna,2,positif
InNdah,bagus,2025-08-31 08:15:28,5,BRImo,bagus,1,positif
Suhani Aida,membantu saya,2025-08-31 08:09:31,5,BRImo,bantu saya,1,positif
ASARI HASAN,"setelah update apk brimo kenapa jd lemot sekali ya, terus pas masuk menu utama e wallet nya jd ga ada?",2025-08-31 08:05:52,5,BRImo,telah update apk brimo kenapa jd lot sekali ya terus pas masuk menu utama e wallet nya jd ga ada,1,positif
Dhioirfanda,"saldo hilang, bukan 1/2x saldo saya kepotong. dari pembelian lewat Qris status transaksi di proses tapi saldo saya tidak kunjung di kembalikan. dan nominalnya itu juga lumayan.",2025-08-31 08:03:02,1,BRImo,saldo hilang bukan 1 2x saldo saya potong dari beli lewat qris status transaksi di proses tapi saldo saya tidak kunjung di kembali dan nominal itu juga lumayan,-1,negatif
Susilo Adi,terbaikkkk,2025-08-31 08:02:46,5,BRImo,terbaikkkk,2,positif
Mery Buma,sangat aman,2025-08-31 08:00:23,5,BRImo,sangat aman,1,positif
Melceisya Dhuhayu,setelah dulu update kok tidak bs tf dan top up,2025-08-31 08:00:07,2,BRImo,telah dulu update kok tidak bs tf dan top up,2,positif
ponira,sangat bagus,2025-08-31 07:58:03,5,BRImo,sangat bagus,1,positif
Andy Afdal,update terbaru membuat aplikasi tidak bisa dibuka saat melakukan panggilan telepon membuat sulit untuk menggunakan aplikasi,2025-08-31 07:52:53,1,BRImo,update baru buat aplikasi tidak bisa buka saat laku panggil telepon buat sulit untuk guna aplikasi,2,positif
Rafli Alhamdi,bagus dn mudah di gunakan,2025-08-31 07:52:51,5,BRImo,bagus dn mudah di guna,3,positif
Mustafa Ali,bravo brimo....top,2025-08-31 07:46:42,5,BRImo,bravo brimo top,1,positif
sudiatiningsih ning,"akurat, cepat dan tepat",2025-08-31 07:37:59,5,BRImo,akurat cepat dan tepat,1,positif
Putri Devriani,"aplikasinya sangat baik, mudah di mengerti",2025-08-31 07:32:20,5,BRImo,aplikasi sangat baik mudah di erti,2,positif
Julyus Iyus,aplikasi mudah digunakan dimana aja,2025-08-31 07:31:11,5,BRImo,aplikasi mudah guna mana aja,2,positif
triono budikrit,praktis penggunaannya,2025-08-31 07:29:08,5,BRImo,praktis guna,2,positif
Gesten Hengky,"stelah di perbaruhi kok malah gak guna,d pke buat transfer aja gak bisa.. klo transfer sllu ada tlisan ttup aplikasi untuk mlnjutkn registrasi.👎 tolong perbaiki lagi min,jgn buat susah",2025-08-31 07:20:30,1,BRImo,stelah di baruh kok malah gak guna d pke buat transfer aja gak bisa klo transfer sllu ada tlisan ttup aplikasi untuk mlnjutkn registrasi tolong baik lagi min jgn buat susah,1,positif
imam bukhori,Bagus Banget,2025-08-31 07:07:34,5,BRImo,bagus banget,1,positif
Pak wardani S. Pd,mantap pokoknya,2025-08-31 06:58:04,5,BRImo,mantap pokok,1,positif
Jacks Store,Gimana solusi brimo tidak bisa dipake buat tranfer dan transaksi lain ya kak? pdahal sdh diupdate versi terbaru..,2025-08-31 06:53:29,2,BRImo,gimana solusi brimo tidak bisa dipake buat tranfer dan transaksi lain ya kak pdahal sdh diupdate versi baru,3,positif
Andy Magu,brimo the best pokok nya ngk pusing2 lagi pikir kartu kmana2 semua cukup lewt apk aja,2025-08-31 06:51:04,5,BRImo,brimo the best pokok nya ngk pusing2 lagi pikir kartu kmana2 semua cukup lewt apk aja,-2,negatif
Wiwin Ngawen,memudahkan transaksi,2025-08-31 06:50:44,5,BRImo,mudah transaksi,1,positif
Anto Bolot,oke,2025-08-31 06:49:27,5,BRImo,oke,1,positif
Seekha Febriana,aplikasi diupdate bukannya makin bagus malah gak bisa transfer e-wallet. Solusinya apa?,2025-08-31 06:46:32,1,BRImo,aplikasi diupdate bukan makin bagus malah gak bisa transfer e-wallet solusi apa,4,positif
hasrun 45!!,sangat baguss,2025-08-31 06:31:14,5,BRImo,sangat baguss,1,positif
Baronn Subiantooo_10,"sejauh saya memakai brimo masih aman,mantapp brimo",2025-08-31 06:30:41,5,BRImo,jauh saya pakai brimo masih aman mantapp brimo,2,positif
Asdar 01,sangat bagus,2025-08-31 06:21:22,5,BRImo,sangat bagus,1,positif
Ri Yanto,siip mantull,2025-08-31 06:21:01,5,BRImo,siip mantull,1,positif
Vnd Sptra,mantap,2025-08-31 06:15:40,5,BRImo,mantap,1,positif
ba gus,auto login Ga bisa.. tolong di perbarui Bikin Kata sandi tersimpan,2025-08-31 06:13:54,5,BRImo,auto login ga bisa tolong di baru bikin kata sandi simpan,1,positif
AHMAD GUSTIANDI,mantap dan mudah,2025-08-31 06:02:16,5,BRImo,mantap dan mudah,2,positif
Tuti Nia,mantap,2025-08-31 06:01:03,5,BRImo,mantap,1,positif
Thobil Bil,knp sekarang buka brimo gk bisa sambil video call. harus mati dulu video call nya baru bisa kebuka,2025-08-31 05:35:12,4,BRImo,knp sekarang buka brimo gk bisa sambil video call harus mati dulu video call nya baru bisa buka,1,positif
Alam Semesta,tidak bisa masuk.. pdhl sudah diperbarui,2025-08-31 05:30:59,1,BRImo,tidak bisa masuk pdhl sudah baru,1,positif
Putri Ohano,transper dan bayar tagihan jd lebih mudah,2025-08-31 05:26:08,5,BRImo,transper dan bayar tagih jd lebih mudah,1,positif
Wahab Lubis,cukup membantu & jadi lebih mudah dalam bertransaksi,2025-08-31 05:24:53,5,BRImo,cukup bantu jadi lebih mudah dalam transaksi,2,positif
Jesaya Barus,sangat membantu,2025-08-31 05:23:05,5,BRImo,sangat bantu,1,positif
BAMS BAHMY,"Aplikasi bagus, mudah dan gampang... cuma Sayang..... yang ini sering muncul ketika kita mau login dan pada saat masuk dalam aplikasi... ini Kata yg sering Muncul Sbb : ( BRImo TIDAK ADA TANGGAPAN, - X : TUTUP APLIKASI, - : TUNGGU.. ini Kata yang sangat mengganggu...",2025-08-31 05:22:52,5,BRImo,aplikasi bagus mudah dan gampang cuma sayang yang ini sering muncul ketika kita mau login dan pada saat masuk dalam aplikasi ini kata yg sering muncul sbb brimo tidak ada tanggap - x tutup aplikasi - tunggu ini kata yang sangat ganggu,2,positif
Ghoji Gulo,mantap,2025-08-31 05:21:36,5,BRImo,mantap,1,positif
Ahmad Aminnudi31,bisalah,2025-08-31 05:13:26,5,BRImo,bisa,1,positif
Daud Bahrudin,"kok tiba-tiba tidak bisa dibuka ya, padahal lg butuh-butuhnya,, dipaksa buka jg tiba-tiba keluar aplikasinya. tolong perbaiki dong... 4Ags25: sudah diversi terbaru sudah diinstallulang masih sama tidak bisa masuk, sudah kirim email blm ada bls an sampai sekarang. gmn ya??8Ags25: sudah dtg ke Bank suruh nungguin update terbaru. 17Ags25: sudah update 2.87.1 kendala masih sama 24Ags25: masih force close aplikasinya",2025-08-31 05:03:53,1,BRImo,kok tiba tidak bisa buka ya padahal lg butuh paksa buka jg tiba keluar aplikasi tolong baik dong 4ags25 sudah versi baru sudah diinstallulang masih sama tidak bisa masuk sudah kirim email blm ada bls an sampai sekarang gmn ya 8ags25 sudah dtg ke bank suruh nungguin update baru 17ags25 sudah update 2 87 1 kendala masih sama 24ags25 masih force close aplikasi,3,positif
Yesi Pia,Baik,2025-08-31 04:58:03,3,BRImo,baik,1,positif
burung hantu,mantap,2025-08-31 04:50:18,5,BRImo,mantap,1,positif
Sutarto Sutarto,"BRImo Bagus, Cepat, Aman & Sangat Membantu.",2025-08-31 04:27:09,5,BRImo,brimo bagus cepat aman sangat bantu,4,positif
Mara Adventure Channel,prosedur terlalu ribet sehingga banyak calon nasabah gagal dalam pendaftaran...!!!,2025-08-31 04:21:18,4,BRImo,prosedur terlalu ribet sehingga banyak calon nasabah gagal dalam daftar,-2,negatif
Amara Zesa,hbis update malah lemooot di HP android hyper ios,2025-08-31 04:20:56,1,BRImo,hbis update malah lemooot di hp android hyper ios,1,positif
Suherlan Tiemsakit,mudah dan cepat,2025-08-31 04:19:04,3,BRImo,mudah dan cepat,2,positif
Awo Prabowo,"ada kendala apa ya ka,, ko di hp aku gak bisa buka..?",2025-08-31 04:12:34,5,BRImo,ada kendala apa ya ka ko di hp aku gak bisa buka,1,positif
Ela Wati,baik,2025-08-31 04:01:18,5,BRImo,baik,1,positif
リスダ*Risuda Diary,sangat mudah,2025-08-31 04:00:41,5,BRImo,sangat mudah,1,positif
aditya perdana,"saya sudah daftar, memasuki tahap foto ktp terus ada pemberitahuan nomor anda tidak tertera, payah..",2025-08-31 03:54:04,1,BRImo,saya sudah daftar pasuk tahap foto ktp terus ada pemberitahuan nomor anda tidak tera payah,-1,negatif
Tamam23,"mau tarik tunai tidak bisa, notif nya harus tutup apilaksi lainnya dulu, padahal aplikasi lainnya sudah tertutup. tolong diperbaiki",2025-08-31 03:41:18,1,BRImo,mau tarik tunai tidak bisa notif nya harus tutup apilaksi lain dulu padahal aplikasi lain sudah tutup tolong baik,2,positif
Yayan Sundana,mantap pokoknya,2025-08-31 03:40:42,5,BRImo,mantap pokok,1,positif
Boy Tarigan,bagus,2025-08-31 03:31:04,5,BRImo,bagus,1,positif
Arief Priyo Gunawan,"yang bermasalah dengan peringatan ""harus menutup aplikasi"" bisa search solusinya di youtube. kalau kasus saya pakai HP xiomi ada 1 aplikasi yang tak terdeteksi, yakni ""bola pintas"" yang harus dimatikan. baru bisa transfer. dalam kasus lain mungkin antivirus juga harus dimatikan. serta semua aplikasi yang berjalan otomatis di belakang. silakan mencoba. dan untuk pengembang aplikasi mohon perbaiki",2025-08-31 03:28:46,5,BRImo,yang masalah dengan ingat harus tutup aplikasi bisa search solusi di youtube kalau kasus saya pakai hp xiomi ada 1 aplikasi yang tak deteksi yakni bola pintas yang harus mati baru bisa transfer dalam kasus lain mungkin antivirus juga harus mati serta semua aplikasi yang jalan otomatis di belakang sila coba dan untuk kembang aplikasi mohon baik,2,positif
budi sri,tidak bisa di buka,2025-08-31 03:19:27,1,BRImo,tidak bisa di buka,1,positif
Anggun imut Imut,buruk,2025-08-31 03:15:56,1,BRImo,buruk,-1,negatif
mugiarto SMN,Kenapa setiap mau buka brimo harus telpon dulu pakai nomor kan jadi ribet dan sekarang aku lagi di luar negeri jadi kena roaming kan jadi tolol biayanya mahal banget 🙄🙄🙏🙏🙏,2025-08-31 03:12:50,1,BRImo,kenapa tiap mau buka brimo harus telpon dulu pakai nomor kan jadi ribet dan sekarang aku lagi di luar negeri jadi kena roaming kan jadi tolol biaya mahal banget,-2,negatif
semoga bermanfaat,Bagus,2025-08-31 03:02:53,5,BRImo,bagus,1,positif
